NOM_LIEU,DEP,COMMUNE,CODE_INSEE,CODE_POSTAL,RAYONNEMENT,GPE_800M,GPE_STATION,GPE_LIGNE,CARTO_BIB,BIB_RECENT2000,BIB_OUV_DIM,BIB_SURFM2,BIB_GESTION,BIB_CODE_OBS_LIVRE,CARTO_CINEMA,CINE_TYPE,CINE_NBRE_ECRAN,CARTO_MUSEE,MUSEE_TYPE,CENTRE_INTERPRETATION,CARTO_EXPO,EXPO_TYPE,EXPO_TRAM,CARTO_PATRIMOINE,MAISON_ILLUSTRES,CARTO_SPECTACLE,SPECT_TYPE,RES_G20_T,RES_ACTES_IF,CARTO_ENSEIGNEMENT,ENS_SUP_CULTURE,CARTO_PRATIQUES_AMATEURS,PRATIQUES_AMATEURS,CARTO_FREQ,FREQ_2013,ARCHIVES,N_VOIE,C_SUF1,C_SUF2,C_SUF3,C_DESI,C_LIAISON,L_VOIE,N_SQ_EP,C_NIV1,C_NIV2,C_NIV3,COORD_X,COORD_Y
Mﾂgarama,92,Villeneuve-la-Garenne,92078,92390,2,Non,,,,,,,,,Oui,gﾂnﾂraliste,18,,,,,,,,,,,,,,,,,,,,44, ,,,AV,,LONGUE BERTRANE,923002978,13,136,13611,"650082,6603","6869956,666"
Mﾂgarama,94,Arcueil,94003,94110,3,Non,,,,,,,,,Oui,gﾂnﾂraliste,6,,,,,,,,,,,,,,,,,,,,8,,,,AV,DU,PRESIDENT  SALVADOR ALLENDE,943006813,13,136,13611,"650623,2112","6856896,281"
Mﾂmoires de Citﾂs Jardins,93,Stains,93072,93240,3,Non,,,,,,,,,,,,Oui,,ville,Oui,architecture,,,,,,,,,,,,,,,28,,,,AV,,PAUL VAILLANT COUTURIER,933008973,13,133,13321,"654749,3","6872758,2"
Mﾂmorial de la Shoah,75,Paris 4e Arrondissement,75104,75004,1,Non,,,,,,,,,,,,Oui,,mﾂmoire,,mﾂmoire,,,,,,,,,,,,Oui,200225,,17, ,,,RUE,,GEOFFROY L'ASNIER,752003536,13,133,13311,"652770,3256","6861837,126"
Mﾂmorial de la Shoah de Drancy,93,Drancy,93047,93370,2,Non,,,,,,,,,,,,Oui,,mﾂmoire,,,,,,,,,,,,,,,,,110,,,,AV,,JEAN JAURES,933009086,24,241,24111,"659940,5","6868901,3"
Memorial du Marechal Leclerc de Hauteclocque,75,Paris 15e Arrondissement,75115,75015,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,23982,,23, ,,,ALL,,DEUXIEME DIVISION BLINDEE,753002040,24,241,24112,"650066,9303","6860282,477"
Meridien Jazz Club Lionel Hampton,75,Paris 17e Arrondissement,75117,75017,3,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,81, ,,,BD,,GOUVION SAINT-CYR,752004074,13,133,13313,"647558,4615","6864621,077"
Mﾂthode Lemercier,75,Paris 20e Arrondissement,75120,75020,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,4, , , ,RUE,DU,DOCTEUR LABBE,753000249,13,132,13211,"656744,2183","6863464,027"
Micadanses - Danse,75,Paris 4e Arrondissement,75104,75004,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,16, , , ,RUE, ,GEOFFROY L'ASNIER,753000642,13,132,13211,"652760,1825","6861799,233"
Micro Onde,78,Vﾂlizy-Villacoublay,78640,78140,2,Non,,,,,,,,,,,,,,,Oui,autres,1,,,,,,,,,,,,,,8,b,,,AV,,LOUIS BREGUET,780000032,13,133,13321,"639667,5286","6853894,387"
Mini Thﾂﾃtre Le Prologue,75,Paris 15e Arrondissement,75115,75015,3,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,20, ,,,RUE,,QUATRE FRERES PEIGNOT,752003816,13,133,13312,"647359,062","6860901,516"
Mission Bretonne d'Ile de France - Danse,75,Paris 14e Arrondissement,75114,75014,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,22, , , ,RUE, ,DELAMBRE,753000629,13,132,13211,"650617,6847","6860387,922"
Mitsukoshi Etoile - Espace des Arts,75,Paris 8e Arrondissement,75108,75008,3,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,3, ,,,RUE,,TILSITT,752003599,13,133,13321,"648441,3903","6864036,957"
MJC Boris Vian,77,Pontault-Combault,77373,77340,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,14,,,,RUE,DE,BELLEVUE,770000029,13,134,13414,"671512,7066","6855890,856"
Mjc Gﾂrard Philippe,94,Villeneuve-le-Roi,94077,94290,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,, ,,,PL,,AMEDEE SOUPAULT,943005321,13,134,13414,"657157,9565","6848474,866"
MLC,92,Asniﾊres-sur-Seine,92004,92600,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,11, ,,,RUE,,HENRI POINCARE,923000296,13,134,13414,"647083,8353","6870537,422"
Montmartre des Arts,75,Paris 18e Arrondissement,75118,75018,3,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,7, , , ,RUE,DU,MONT CENIS,753001344,13,133,13321,"651693,2743","6865419,811"
Moretti & Moretti,75,Paris 4e Arrondissement,75104,75004,3,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,6, , , ,COUR, ,BERARD,753000886,13,133,13321,"653510,1932","6861761,545"
Moulin de la Biﾊvre,94,L'Hay-les-Roses,94038,94240,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,73,,,,AV,,LARROUMES,943006699,13,134,13411,"650492,6297","6853028,125"
Mulvabﾂ Danse - Danse,75,Paris 10e Arrondissement,75110,75010,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,27, , , ,BD,DE LA,CHAPELLE,753000828,13,132,13211,"653119,5901","6865100,289"
Mulvabﾂ Danse - Danse,75,Paris 6e Arrondissement,75106,75006,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,87, , , ,RUE,DE,VAUGIRARD,753000647,13,132,13211,"650330,9409","6860863,865"
Musﾂe Adam Mickiewicz,75,Paris 4e Arrondissement,75104,75004,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,6, ,,,QU,,ORLEANS,752003538,13,133,13311,"652710,788","6861446,032"
Musﾂe Adrien Mentienne,94,Bry-sur-Marne,94015,94360,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,10000,,1, ,,,GR,,CHARLES DE GAULLE,943000668,13,133,13311,"664763,3012","6859571,941"
Musﾂe Archﾂologique Dﾂpartemental,95,Guiry-en-Vexin,95295,95450,2,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,10901,,,,,,RUE,,SAINT NICOLAS,950000074,13,133,13311,"615791,9971","6890174,164"
Musﾂe Archives de la Grande Loge de France,75,Paris 17e Arrondissement,75117,75017,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,8, ,,,RUE,,PUTEAUX,752003648,13,133,13311,"650266,3888","6865011,772"
Musﾂe Baccarat,75,Paris 16e Arrondissement,75116,75016,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,11, ,,,PL,,ETATS UNIS,752003630,13,133,13311,"648191,9637","6863315,057"
Musﾂe Camille Pissarro,95,Pontoise,95500,95300,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,4003,,17,,,,RUE,DU,CHATEAU,950000084,13,133,13311,"634200,5454","6883543,219"
Musﾂe Carnavalet,75,Paris 3e Arrondissement,75103,75003,1,Non,,,,,,,,,,,,Oui,MF,,,musﾂe,,,,,,,,,,,,Oui,428752,,23, ,,,RUE,,SEVIGNE,752003528,13,133,13311,"653250,816","6862079,672"
Musﾂe Clemenceau,75,Paris 16e Arrondissement,75116,75016,3,Non,,,,,,,,,,,,Oui,MI,,,,,Oui,Oui,,,,,,,,,,,,8, ,,,RUE,,BENJAMIN FRANKLIN,752003633,13,133,13311,"647548,0909","6862367,478"
Musﾂe Dapper (Art Africain),75,Paris 16e Arrondissement,75116,75016,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,35, ,,,RUE,,PAUL VALERY,752003639,13,133,13311,"647786,5727","6863746,828"
Musﾂe d'Archﾂologie Nationale,78,Saint-Germain-en-Laye,78551,78100,1,Non,,,,,,,,,,,,Oui,MN MF,,,,,,,,,,,,,,,Oui,100721,,,,,,PL,,CHARLES DE GAULLE,780000035,13,133,13311,"633638,143","6866855,09"
Musﾂe d'art et d'histoire,78,Poissy,78498,78300,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,,,,12,,,,RUE,,SAINT-LOUIS,780000097,13,133,13311,"629554,344","6870714,363"
Musﾂe d'art et d'histoire,93,Saint-Denis,93066,93200,2,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,19941,,22,b,,,RUE,,GABRIEL PERI,933002518,13,133,13311,"652858,6346","6870456,146"
Musﾂe d'art et d'histoire de la Ville de Meudon,92,Meudon,92048,92190,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,10381,,11, ,,,RUE,,PIERRES,923001838,13,133,13311,"643826,3583","6856528,832"
Musﾂe d'Art et d'Histoire du Judaﾋsme,75,Paris 3e Arrondissement,75103,75003,1,Non,,,,,,,,,,,,Oui,MF,,,musﾂe,,,,,,,,,,,,Oui,117694,,71, ,,,RUE,,TEMPLE,752003529,13,133,13311,"652723,6492","6862517,574"
Musﾂe d'Art Moderne Georges Pompidou,75,Paris 4e Arrondissement,75104,75004,1,Non,,,,,,,,,,,,Oui,MN MF,,,arts plastiques,,,,,,,,,,,,Oui,3746899,,3, ,,,RUE,,BEAUBOURG,752003532,13,133,13311,"652526,585","6862469,476"
Musﾂe de la Batellerie,78,Conflans-Sainte-Honorine,78005,78700,1,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,,,,3,,,,PL,,GEVELOT,780000096,13,133,13311,"633823,8842","6877330,944"
Musﾂe de la Chasse et de la Nature,75,Paris 3e Arrondissement,75103,75003,1,Non,,,,,,,,,,,,Oui,MF,,,musﾂe,,,,,,,,,,,,Oui,50272,,60, ,,,RUE,,ARCHIVES,752003524,13,133,13311,"652931,1876","6862558,984"
Musﾂe de la Conciergerie,75,Paris 1er Arrondissement,75101,75001,2,Non,,,,,,,,,,,,Oui,MN,,,musﾂe,,,,,,,,,,,,Oui,498912,,2, ,,,BD,,PALAIS,752003515,13,133,13311,"652007,3867","6861936,889"
Musﾂe de la Fondation Dubuffet,75,Paris 6e Arrondissement,75106,75006,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,137, ,,,RUE,,SEVRES,752003575,13,133,13311,"649919,5174","6860998,918"
Musﾂe de la Fondation Le Corbusier,75,Paris 16e Arrondissement,75116,75016,3,Non,,,,,,,,,,,,Oui,MI,,,,,Oui,Oui,,,,,,,,,,,,8, ,,,SQ,,DOCTEUR BLANCHE,752003628,13,133,13311,"646083,4003","6861574,526"
Musﾂe de la Franc-Maconnerie,75,Paris 9e Arrondissement,75109,75009,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,,,,16, ,,,RUE,,CADET,752003602,13,133,13311,"651812,0642","6864068,596"
Musﾂe de la Grande Guerre du Pays de Meaux,77,Meaux,77284,77100,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,96000,,,,,,RUE,,LAZARE PONTICELLI,770000074,13,133,13311,"692992,9851","6874500,683"
Musﾂe de la Maison d'Auguste Comte,75,Paris 6e Arrondissement,75106,75006,3,Non,,,,,,,,,,,,Oui,MI,,,,,Oui,Oui,,,,,,,,,,,,10, ,,,RUE,,MONSIEUR LE PRINCE,752003571,13,133,13311,"651522,6214","6861427,04"
Musﾂe de la Marine,75,Paris 16e Arrondissement,75116,75016,1,Non,,,,,,,,,,,,Oui,MN MF,,,,,,,,,,,,,,,Oui,410804,,17, ,,,PL,,TROCADERO ET DU ONZE NOVEMBRE,752003646,13,133,13311,"647716,0426","6862699,724"
Musﾂe de la Musique,75,Paris 19e Arrondissement,75119,75019,2,Non,,,,,,,,,,,,Oui,MF,,,musﾂe,,,,,,,,,,,,,,,221, ,,,AV,,JEAN JAURES,752003656,13,133,13311,"655550,96","6865648,215"
Musﾂe de la Poste,75,Paris 15e Arrondissement,75115,75015,2,Non,,,,,,,,,,,,Oui,MF,,,musﾂe,,,,,,,,,,,,Oui,163103,,34, ,,,BD,,VAUGIRARD,752003625,13,133,13311,"649891,4744","6860361,644"
Musﾂe de la Poudrerie Nationale,93,Vaujours,93074,93410,0,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,, ,,,ALL,,EUGENE BURLOT,933002901,13,133,13311,"667912,3028","6870596,768"
Musﾂe de la Poupﾂe,75,Paris 3e Arrondissement,75103,75003,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,Oui,24493,,13, ,,,IMP,,BERTHAUD,752003525,13,133,13311,"652630,4181","6862588,598"
Musﾂe de la Rﾂsistance Nationale,94,Champigny-sur-Marne,94017,94500,2,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,,,,88, ,,,AV,,MARX DORMOY,943000736,13,133,13311,"665161,5528","6856445,969"
Musﾂe de la toile de Jouy,78,Jouy-en-Josas,78322,78350,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,,,,54,,,,RUE,,CHARLES DE GAULLE,780000100,13,133,13311,"637634,4839","6852442,752"
Musﾂe de la ville,78,Montigny-le-Bretonneux,78423,78180,3,Non,,,,,,,,,,,,Oui,MF,ville,,architecture,,,,,,,,,,,,Oui,8000,,,,,,QU,,FRANCOIS TRUFFAUT,780000098,13,133,13311,"629633,4295","6854084,263"
Musﾂe de l'Armﾂe,75,Paris 7e Arrondissement,75107,75007,1,Non,,,,,,,,,,,,Oui,MN MF,,,musﾂe,,,,,,,,,,,,Oui,1375024,,129, ,,,RUE,,GRENELLE,752003583,13,133,13311,"649586,6554","6862236,402"
Musﾂe de l'Assistance Publique - Hopitaux de Paris,75,Paris 5e Arrondissement,75105,75005,0,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,,,,47, ,,,QU,,TOURNELLE,752003558,13,133,13311,"652462,8645","6861376,287"
Musﾂe de l'Erotisme,75,Paris 18e Arrondissement,75118,75018,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,72, ,,,BD,,CLICHY,752003650,13,133,13311,"651142,3577","6865055,859"
Musﾂe de l'Espace Dali,75,Paris 18e Arrondissement,75118,75018,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,Oui,151942,,11, ,,,RUE,,POULBOT,752003652,13,133,13311,"651587,4254","6865367,097"
Musﾂe de l'Histoire de la Mﾂdecine,75,Paris 6e Arrondissement,75106,75006,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,12, ,,,RUE,,ECOLE DE MEDECINE,752003565,13,133,13311,"651624,621","6861447,621"
Musﾂe de l'histoire Vivante,93,Montreuil,93048,93100,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,,,,31, ,,,BD,,THEOPHILE SUEUR,933001909,13,133,13311,"661242,6947","6863020,322"
Musﾂe de l'Institut Pasteur,75,Paris 15e Arrondissement,75115,75015,3,Non,,,,,,,,,,,,Oui,MI,,,,,Oui,Oui,,,,,,,,,,,,25, ,,,RUE,,DOCTEUR ROUX,752003622,13,133,13311,"649416,7429","6860253,634"
Musﾂe de l'Opera National de Paris Palais Garnier,75,Paris 9e Arrondissement,75109,75009,1,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,Oui,710000,,4, ,,,PL,,CHARLES GARNIER,753003375,13,133,13311,"650919,5478","6863742,032"
Musﾂe de l'Ordre de la Libﾂration,75,Paris 7e Arrondissement,75107,75007,3,Non,,,,,,,,,,,,Oui,MN,,,,,,,,,,,,,,,,,,51,b,,,BD,,LA TOUR-MAUBOURG,752003586,13,133,13311,"649372,2892","6861995,109"
Musﾂe de Maisons-Alfort (Chﾃteau de Rﾂghat),94,Maisons-Alfort,94046,94700,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,34, ,,,RUE,,VICTOR HUGO,943001750,13,133,13311,"658544,5455","6855740,228"
Musﾂe de Minﾂralogie de l'Ecole Supﾂrieure des Mines,75,Paris 6e Arrondissement,75106,75006,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,60, ,,,BD,,SAINT-MICHEL,752003573,13,133,13311,"651539,6409","6860823,385"
Musﾂe de Montmartre,75,Paris 18e Arrondissement,75118,75018,2,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,85000,,12, ,,,RUE,,CORTOT,752003651,13,133,13311,"651648,674","6865500,827"
Musﾂe de Provins et du Provinois,77,Provins,77379,77160,2,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,17867,,7,,,,RUE,DU,PALAIS,770000081,13,133,13311,"721464,6164","6829079,605"
Musﾂe de Saint-Maur Villa Mﾂdicis,94,Saint-Maur-des-Fossﾂs,94068,94100,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,9148,,5, ,,,RUE,,SAINT HILAIRE,943002608,13,133,13311,"664330,9829","6854881,875"
Musﾂe de Sucy-en-Brie,94,Sucy-en-Brie,94071,94370,0,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,, ,,,AV, ,WINSTON CHURCHILL,943005931,13,133,13311,"664885,9808","6852429,491"
Musﾂe dﾂpartemental de la Prﾂhistoire d'Ile-de-France,77,Nemours,77333,77140,2,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,34000,,48,,,,AV,,ETIENNE DAILLY,770000077,13,133,13311,"678782,0478","6795673,39"
Musﾂe Dﾂpartemental des peintres de Barbizon,77,Barbizon,77022,77630,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,18833,,92,,,,GR,,,770000079,13,133,13311,"670938,9759","6816123,914"
Musﾂe dﾂpartemental Maurice Denis,78,Saint-Germain-en-Laye,78551,78100,2,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,28353,,2,,,,RUE,,MAURICE DENIS,780000036,13,133,13311,"633105,0106","6866280,43"
Musﾂe des Annﾂes 1930 Espace Landowski,92,Boulogne-Billancourt,92012,92100,2,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,23495,,26, ,,,AV,,ANDRE?MORIZET,923000616,13,133,13311,"644152,2614","6859822,568"
Musﾂe des Arts Decoratifs,75,Paris 1er Arrondissement,75101,75001,1,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,481432,,107, ,,,RUE,,RIVOLI,752003520,13,133,13311,"651089,6935","6862782,173"
Musﾂe des Arts et Mﾂtiers,75,Paris 3e Arrondissement,75103,75003,1,Non,,,,,,,,,,,,Oui,MN MF,,,,,,,,,,,,,,,,,,60, ,,,RUE,,REAUMUR,752003527,13,133,13311,"652713,7182","6863046,383"
Musﾂe des Arts Forains,75,Paris 12e Arrondissement,75112,75012,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,53, ,,,AV,,TERROIRS DE FRANCE,752003613,13,133,13311,"655171,5261","6859351,195"
Musﾂe des Automates,92,Neuilly-sur-Seine,92051,92200,0,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,,,,12, ,,,RUE,,CENTRE,923002097,13,133,13311,"645221,0821","6864658,398"
Musﾂe des Collections Historiques de la Prﾂfecture de Police,75,Paris 5e Arrondissement,75105,75005,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,4, ,,,RUE,,MONTAGNE SAINTE-GENEVIEVE,752003553,13,133,13311,"652196,2024","6861245,034"
Musﾂe des Egouts de Paris,75,Paris 7e Arrondissement,75107,75007,2,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,Oui,104174,,93, ,,,QU,,ORSAY,752003588,13,133,13311,"648820,6223","6862685,919"
Musﾂe des Gardes Suisses,92,Rueil-Malmaison,92063,92500,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,5, ,,,PL,DU,GENERAL LECLERC,923004530,13,133,13311,"640228,4916","6864851,661"
Musﾂe des Lettres et Manuscrits,75,Paris 6e Arrondissement,75106,75006,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,222, , , ,BD, ,SAINT-GERMAIN,752003572,13,133,13311,"650667,5944","6861920,019"
Musﾂe des Mineraux,75,Paris 5e Arrondissement,75105,75005,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,34, ,,,RUE,,JUSSIEU,752003551,13,133,13311,"652593,4308","6860970,697"
Musﾂe des Monuments Franﾇais,75,Paris 16e Arrondissement,75116,75016,1,Non,,,,,,,,,,,,Oui,MN MF,ville,,architecture,,,,,,,,,,,,Oui,419406,,1, ,,,PL,,TROCADERO ET DU ONZE NOVEMBRE,752010618,13,133,13311,"647785,6758","6862772,228"
Musﾂe des Moulages Dermatologiques,75,Paris 10e Arrondissement,75110,75010,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,1, ,,,AV,,CLAUDE VELLEFAUX,752003607,13,133,13311,"653770,9706","6863827,888"
Musﾂe des Plans-Reliefs de Paris,75,Paris 7e Arrondissement,75107,75007,2,Non,,,,,,,,,,,,Oui,MN,,,,,,,,,,,,,,,Oui,90512,,129, , , ,RUE,DE,GRENELLE,752003585,13,133,13311,"649586,6554","6862236,402"
Musﾂe des Transmissions et de colombophilie militaire (Mont-Valﾂrien),92,Suresnes,92073,92150,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,, ,,,RUE,DU,COLONEL HUBERT DELESTREE,923002813,13,133,13311,"642338,4268","6863769,68"
Musﾂe des Transports Urbains,77,Chelles,77108,77500,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,,,,1,,,,RUE,,GABRIEL DE MORTILLET,770000096,13,133,13311,"671072,2972","6864173,783"
Musﾂe d'Histoire Contemporaine - Hﾓtel des Invalides,75,Paris 7e Arrondissement,75107,75007,3,Non,,,,,,,,,,,,Oui,MN,,,,,,,,,,,,,,,,,,129, ,,,RUE,,GRENELLE,752003582,13,133,13311,"649586,6554","6862236,402"
Musﾂe d'Histoire Locale,92,Rueil-Malmaison,92063,92500,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,,,,6,,,,RUE,,PAUL VAILLANT COUTURIER,923005936,13,133,13311,"639997,3","6864486,9"
Musﾂe d'histoire locale Chﾃteau de la Forﾈt,93,Livry-Gargan,93046,93190,0,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,,,,60, ,,,AV,,CONSUL-GENERAL NORDLING,933009003,13,133,13311,"665710,1682","6868720,762"
Musﾂe d'Histoire Urbaine et Sociale,92,Suresnes,92073,92150,2,Non,,,,,,,,,,,,Oui,MF,ville,,architecture,,,,,,,,,,,,Oui,6200,,1,,,,PL,DE LA,GARDE,923005903,13,133,13311,"643212,4","6863490,5"
Musﾂe du Barreau de Paris,75,Paris 1er Arrondissement,75101,75001,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,25, ,,,RUE,,JOUR,752003514,13,133,13311,"651950,2008","6862865,707"
Musﾂe du Cinﾂma - Cinﾂmathﾊque Franﾇaise,75,Paris 12e Arrondissement,75112,75012,1,Non,,,,,,,,,,,,,,cinﾂma,,cinﾂma,,,,,,,,,,,,,,,51, ,,,RUE,,BERCY,752003611,13,133,13311,"654683,7903","6859870,85"
Musﾂe du domaine dﾂpartemental de Sceaux,92,Sceaux,92071,92330,1,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,33525,,8, ,,,AV,,CLAUDE PERRAULT,923002697,13,133,13311,"648567,2576","6852922,053"
Musﾂe du Fumeur,75,Paris 11e Arrondissement,75111,75011,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,7, ,,,RUE,,PACHE,752003609,13,133,13311,"654674,161","6862241,356"
Musﾂe du jouet Pierre Pinel,78,Poissy,78498,78300,2,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,17625,,1,,,,,DE L',ABBAYE,780000099,13,133,13311,"629394,8805","6870199,733"
Musﾂe du Luxembourg,75,Paris 6e Arrondissement,75106,75006,1,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,Oui,601398,,19, ,,,RUE,,VAUGIRARD,752003578,13,133,13321,"651131,8905","6861189,193"
Musﾂe du Quai Branly,75,Paris 7e Arrondissement,75107,75007,1,Non,,,,,,,,,,,,Oui,MN MF,,,arts plastiques,,,,,,,,,,,,Oui,1069459,,55, ,,,QU,,BRANLY,753002052,13,133,13311,"648373,1215","6862543,698"
Musﾂe du Service de Santﾂ des Armﾂes,75,Paris 5e Arrondissement,75105,75005,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,17443,,1, ,,,PL,,ALPHONSE LAVERAN,752003545,13,133,13311,"651639,3397","6860286,834"
Musﾂe du Travail Charles Peyre Maison de l'Horloge,93,Montfermeil,93047,93370,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,1, ,,,RUE,,EGLISE,933001860,13,133,13311,"667987,435","6866558,193"
Musﾂe du Vin,75,Paris 16e Arrondissement,75116,75016,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,5, ,,,SQ,,CHARLES DICKENS,752003626,13,133,13311,"647513,9317","6862185,96"
Musﾂe Dunoyer de Sﾂgonzac,91,Boussy-Saint-Antoine,91097,91800,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,,,,5,,,,PL,DES,DROITS DE L'HOMME,910000078,13,133,13311,"665405,868","6843303,37"
Musﾂe Dupuytren,75,Paris 6e Arrondissement,75106,75006,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,15, , , ,RUE,DE L',ECOLE DE MEDECINE,753000023,13,133,13311,"651655,4386","6861394,101"
Musﾂe Emile-Jean,94,Villiers-sur-Marne,94079,94350,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,,,,31, ,,,RUE,,LENOIR,943003050,13,133,13311,"666455,3631","6858604,548"
Musﾂe Eugene Carriere,93,Gournay-sur-Marne,93033,93460,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,3, ,,,RUE, ,ERNEST PECHEUX,933006071,13,133,13311,"669163,8476","6862778,825"
Musﾂe Europﾂen Yvan Tourguﾂniev,78,Bougival,78092,78380,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,16,,,,RUE,,YVAN TOURGUENIEV,780000084,13,133,13311,"636736,0275","6862745,43"
Musﾂe Fournaise,78,Chatou,78146,78400,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,3,,,,RUE,DU,BAC,780000062,13,133,13311,"638642,5708","6865837,868"
